Site Name;Latitude;Longitude;Provinces;Territoire;Zone;Population;Population Range;Nearest Site;Distance;Distance Level;300 Sites planned
Part2_23453_NewSite_2_881_100932;-1.194892;16.977295;Equateur;Lukolela;;226;0. <1K;UL_Socobelam_Lokolela_EQT;17520,1;>5km;No
Part2_23453_NewSite_3_672_150003;3.706477;28.031784;Haut-Uele;Niangara;;98;0. <1K;Nyangara_POR;17520,3;>5km;No
Part1_23453_NewSite_14_807_700866;-3.376363;18.024288;Mai-Ndombe;Kutu;;1883;1. 1K~3K;BD_05_054_C0;17522,5;>5km;No
Part2_23453_NewSite_1_719_50506;3.510553;26.140414;Bas-Uele;Bambesa;Nord;870;0. <1K;Dingila_POR;17522,7;>5km;No
Part1_23453_NewSite_10_847_500647;-5.623627;21.051471;Kasai;Luebo;;334;0. <1K;Djoko_Punda_KOC;17525,2;>5km;No
Part2_23453_NewSite_13_514_650005;4.219995;19.524158;Nord-Ubangi;Bosobolo;;2640;1. 1K~3K;UL_Bokanda_EQT;17525,3;>5km;No
Part2_23453_NewSite_15_901_750004;-4.473977;28.842083;Sud-Kivu;Fizi;;221;0. <1K;SK_04_1398_C0;17525,8;>5km;No
Part1_23453_NewSite_3_314_150002;-8.514194;27.455299;Haut-Katanga;Mitwaba;;1230;1. 1K~3K;Mitwaba_HLU;17527,5;>5km;No
Part1_23453_NewSite_7_528_351075;-5.40244;16.877474;Kwango;Kenge;;1960;1. 1K~3K;UL_Kasindji_BDD;17530,7;>5km;No
Part1_23453_NewSite_4_696_200004;-8.07897;25.441232;Haut-Lomami;Kamina;;998;0. <1K;KT_06_1539_C0;17531,0;>5km;No
Part1_23453_NewSite_3_511_150006;-9.7942;28.508008;Haut-Katanga;Kasenga;;1806;1. 1K~3K;Kashobwe_HKT;17532,7;>5km;No
Part2_23453_NewSite_9_864_450001;-4.084881;26.360939;Maniema;Kasongo;;5773;3. 5K~10K;CD1351;17536,1;>5km;No
Part1_23453_NewSite_7_739_350010;-6.098415;16.796734;Kwango;Kasongo-Lunda;;1544;1. 1K~3K;UL_Zina_Buketi_BDD;17543,2;>5km;No
Part1_23453_NewSite_7_700_351792;-5.759014;17.735761;Kwango;Feshi;;242;0. <1K;UL_Lobo_BDD;17543,9;>5km;No
Part1_23453_NewSite_8_900_402218;-5.64657;17.657061;Kwilu;Masi-Manimba;;509;0. <1K;BD_02_1532_C0;17544,2;>5km;No
Part2_23453_NewSite_3_808_150003;3.187313;30.28813;Haut-Uele;Faradje;;3947;2. 3K~5K;UL_Abamva_POR;17546,7;>5km;No
Part2_23453_NewSite_13_219_650002;4.709934;19.883766;Nord-Ubangi;Bosobolo;;1744;1. 1K~3K;Bili_EQT;17547,9;>5km;No
Part1_23453_NewSite_10_848_500002;-5.69506;21.204101;Kasai;Luebo;;8506;3. 5K~10K;KO_03_818_C0;17549,4;>5km;No
Part1_23453_NewSite_5_556_250007;-6.137025;22.550769;Kasai Central;Dibaya;;4204;2. 3K~5K;KE_03_15115_C0;17551,9;>5km;No
Part2_23453_NewSite_2_750_100002;-0.098576;19.372718;Equateur;Bolomba;;1358;1. 1K~3K;UL_Djowa_EQT;17554,5;>5km;No
Part1_23453_NewSite_1_674_50002;-5.731691;14.456235;Kongo Central;Songololo;;1996;1. 1K~3K;BC_03_791_C0;17555,0;>5km;No
Part1_23453_NewSite_4_571_200002;-7.229393;24.262884;Haut-Lomami;Kaniama;;1199;1. 1K~3K;KT_06_1545_C0;17556,5;>5km;No
Part2_23453_NewSite_16_924_800796;2.038734;19.707902;Sud-Ubangi;Budjala;;118;0. <1K;UL_Mobeka_EQT;17557,1;>5km;No
Part1_23453_NewSite_5_772_250001;-6.880708;22.711391;Kasai Central;Luiza;;653;0. <1K;KO_04_3038_C0;17558,9;>5km;No
Part1_23453_NewSite_8_867_401482;-5.29993;19.224147;Kwilu;Gungu;;304;0. <1K;UL_Mungindu_BDD;17559,1;>5km;No
Part1_23453_NewSite_8_264_400003;-3.771815;17.470927;Kwilu;Bagata;;2753;1. 1K~3K;UL_Misay_BDD;17562,4;>5km;No
Part2_23453_NewSite_2_609_100784;0.991385;19.853198;Equateur;Basankusu;;1034;1. 1K~3K;UL_Lusafa_EQT;17564,1;>5km;No
Part1_23453_NewSite_12_737_600008;-10.218991;23.397047;Lualaba;Dilolo;;283;0. <1K;CD4909;17570,3;>5km;No
Part1_23453_NewSite_10_815_500007;-5.325093;21.048737;Kasai;Luebo;;700;0. <1K;KO_03_091_C0;17573,1;>5km;No
Part1_23453_NewSite_8_560_401477;-4.46827;19.782305;Kwilu;Idiofa;;926;0. <1K;CD1992;17573,7;>5km;No
Part1_23453_NewSite_8_931_400011;-5.786252;19.48543;Kwilu;Gungu;;1554;1. 1K~3K;BD_04_865_C0;17577,2;>5km;No
Part1_23453_NewSite_8_597_400007;-4.562584;17.805784;Kwilu;Masi-Manimba;;3036;2. 3K~5K;UL_Tango_PLC_BDD;17582,5;>5km;No
Part2_23453_NewSite_16_474_800001;3.35795;20.146632;Sud-Ubangi;Gemena;;4188;2. 3K~5K;Karawa_EQT;17584,3;>5km;No
Part1_23453_NewSite_7_606_350002;-5.553158;16.63062;Kwango;Popokabaka;;2105;1. 1K~3K;BD_03_031_C0;17585,3;>5km;No
Part1_23453_NewSite_7_723_350014;-5.974728;17.865318;Kwango;Feshi;;185;0. <1K;UL_Lobo_BDD;17592,8;>5km;No
Part2_23453_NewSite_4_319_200709;3.058442;30.322511;Ituri;Aru;;3504;2. 3K~5K;Bledei_POR;17593,5;>5km;No
Part1_23453_NewSite_11_281_550007;-5.549385;25.741077;Lomami;Lubao;;895;0. <1K;CD1318;17593,8;>5km;No
Part2_23453_NewSite_4_750_200710;2.133166;30.53124;Ituri;Djugu;;1400;1. 1K~3K;CD1143;17596,3;>5km;No
Part2_23453_NewSite_18_327_900004;1.400002;23.575493;Tshopo;Basoko;;1400;1. 1K~3K;Basoko2_POR;17597,7;>5km;No
Part1_23453_NewSite_7_739_350001;-6.095928;16.710228;Kwango;Popokabaka;;2609;1. 1K~3K;UL_Zina_Buketi_BDD;17597,8;>5km;No
Part2_23453_NewSite_9_817_450893;-3.691021;26.544908;Maniema;Pangi;;401;0. <1K;Nyamboko_MAN;17602,9;>5km;No
Part1_23453_NewSite_1_496_51674;-5.326551;14.477741;Kongo Central;Mbanza-Ngungu;;767;0. <1K;CD5045;17603,8;>5km;No
Part1_23453_NewSite_16_964_800927;-8.235193;29.568443;Tanganyka;Moba;;458;0. <1K;UL_Kapulo_Pweto_HKT;17605,5;>5km;No
Part2_23453_NewSite_12_283_600594;0.105731;28.927696;Nord-Kivu;Lubero;;880;0. <1K;CD2373;17605,9;>5km;No
Part2_23453_NewSite_3_854_150013;2.557138;27.355806;Haut-Uele;Rungu;;1976;1. 1K~3K;UL_Nolwa_POR;17606,7;>5km;No
Part2_23453_NewSite_16_823_800003;2.267225;19.368757;Sud-Ubangi;Budjala;;2851;1. 1K~3K;UL_Ndolo_Liboko_EQT;17608,1;>5km;No
Part1_23453_NewSite_3_845_150982;-12.365262;28.117762;Haut-Katanga;Sakania;;679;0. <1K;KT_05_22874_C0;17609,6;>5km;No
Part1_23453_NewSite_1_562_51673;-5.37115;13.513238;Kongo Central;Seke-Banza;;674;0. <1K;CD2397;17610,4;>5km;No
Part2_23453_NewSite_2_312_100003;1.580347;18.1109;Equateur;Bomongo;;226;0. <1K;UL_Buburu_EQT;17612,2;>5km;No
Part1_23453_NewSite_10_860_500910;-5.884005;20.577211;Kasai;Kamonia;;82;0. <1K;KO_03_681_C0;17612,9;>5km;No
Part2_23453_NewSite_18_535_900731;0.38296;24.315218;Tshopo;Isangi;;154;0. <1K;Opala_POR;17614,0;>5km;No
Part1_23453_NewSite_1_127_51029;-4.595365;13.874413;Kongo Central;Luozi;;828;0. <1K;BC_03_19449_C0;17616,2;>5km;No
Part1_23453_NewSite_3_740_150001;-11.69117;26.473957;Haut-Katanga;Kambove;;2027;1. 1K~3K;KT_06_13459_C0;17616,4;>5km;No
Part1_23453_NewSite_4_820_200006;-8.963576;26.083436;Haut-Lomami;Bukama;;473;0. <1K;KT_06_1731_C0;17617,8;>5km;No
Part2_23453_NewSite_15_428_750003;-2.890853;28.226024;Sud-Kivu;Mwenga;;880;0. <1K;CD1069;17618,4;>5km;No
Part1_23453_NewSite_4_764_200005;-8.582044;24.690837;Haut-Lomami;Kamina;;293;0. <1K;Mweyi_HLU;17619,1;>5km;No
Part2_23453_NewSite_11_331_550002;2.639083;20.989205;Mongala;Lisala;;2207;1. 1K~3K;UL_Bilia_EQT;17622,5;>5km;No
Part2_23453_NewSite_16_741_800002;2.532694;18.541394;Sud-Ubangi;Kungu;;3139;2. 3K~5K;UL_Bokonzi_EQT;17622,9;>5km;No
Part2_23453_NewSite_19_710_950016;-0.770406;22.895127;Tshuapa;Ikela;;57;0. <1K;UL_Mondombe_Etat_EQT;17623,0;>5km;No
Part1_23453_NewSite_7_356_351078;-4.928892;16.906629;Kwango;Kenge;;515;0. <1K;CD4622;17624,2;>5km;No
Part2_23453_NewSite_1_801_50007;2.973774;24.741728;Bas-Uele;Buta;Nord;432;0. <1K;Buta_Market_POR;17628,5;>5km;No
Part1_23453_NewSite_4_394_200004;-7.025563;24.594056;Haut-Lomami;Kaniama;;818;0. <1K;KT_06_1544_C0;17628,7;>5km;No
Part1_23453_NewSite_4_741_200004;-8.318551;24.869582;Haut-Lomami;Kamina;;1122;1. 1K~3K;KT_08_461_C0;17629,5;>5km;No
Part1_23453_NewSite_7_725_350002;-5.923011;18.157942;Kwango;Feshi;;1832;1. 1K~3K;CD1620;17631,2;>5km;No
Part1_23453_NewSite_8_834_400002;-5.016841;17.609137;Kwilu;Masi-Manimba;;6139;3. 5K~10K;CD2068;17634,1;>5km;No
Part1_23453_NewSite_10_830_500002;-5.42909;20.780645;Kasai;Ilebo;;4389;2. 3K~5K;KO_03_731_C0;17635,1;>5km;No
Part2_23453_NewSite_16_644_800794;2.81906;19.504775;Sud-Ubangi;Budjala;;3020;2. 3K~5K;UL_Bobito_EQT;17636,3;>5km;No
Part2_23453_NewSite_18_610_900005;-0.097392;25.612374;Tshopo;Ubundu;;1667;1. 1K~3K;UL_PK90_POR;17636,6;>5km;No
Part2_23453_NewSite_16_257_800795;3.991178;18.729563;Sud-Ubangi;Libenge;;484;0. <1K;UL_Mole_EQT;17637,3;>5km;No
Part1_23453_NewSite_16_38_801174;-5.086303;27.634502;Tanganyka;Kongolo;;489;0. <1K;UL_Makutano_HKT;17639,0;>5km;No
Part2_23453_NewSite_9_696_450892;-2.71613;26.275427;Maniema;Pangi;;370;0. <1K;CD2025;17639,1;>5km;No
Part2_23453_NewSite_9_748_450564;-3.147158;27.024416;Maniema;Pangi;;1256;1. 1K~3K;UL_Tchelu_MAN;17639,7;>5km;No
Part2_23453_NewSite_1_660_50001;3.905259;26.278153;Bas-Uele;Ango;Nord;2465;1. 1K~3K;UL_Dakua_POR;17640,1;>5km;No
Part2_23453_NewSite_18_306_900003;1.625006;25.98958;Tshopo;Banalia;;175;0. <1K;UL_Bakobi_PK83_POR;17640,6;>5km;No
Part1_23453_NewSite_16_693_801178;-6.532497;29.30189;Tanganyka;Kalemie;;149;0. <1K;UL_Tembwe_HKT;17641,0;>5km;No
Part2_23453_NewSite_2_840_100004;-0.764538;18.285886;Equateur;Bikoro;;3309;2. 3K~5K;EQ_02_002_C0;17641,4;>5km;No
Part1_23453_NewSite_3_434_150002;-9.425346;27.576499;Haut-Katanga;Mitwaba;;818;0. <1K;CD1864;17642,7;>5km;No
Part1_23453_NewSite_7_740_351076;-6.009859;17.019149;Kwango;Popokabaka;;314;0. <1K;UL_Mission_Imbela_BDD;17643,9;>5km;No
Part1_23453_NewSite_8_212_400006;-3.674621;18.666513;Kwilu;Bagata;;2079;1. 1K~3K;UL_Kilima_BDD;17644,1;>5km;No
Part1_23453_NewSite_7_855_350003;-7.07244;17.765354;Kwango;Kasongo-Lunda;;1358;1. 1K~3K;UL_Tambu_Tseke_BDD;17645,8;>5km;No
Part2_23453_NewSite_1_870_50507;2.581955;26.262317;Bas-Uele;Poko;Nord;458;0. <1K;UL_Doromo_POR;17645,9;>5km;No
Part1_23453_NewSite_7_753_350005;-6.096503;19.212664;Kwilu;Gungu;;998;0. <1K;Mukoso_BDD;17648,4;>5km;No
Part1_23453_NewSite_8_862_401484;-5.2929;18.283588;Kwilu;Masi-Manimba;;952;0. <1K;CD1995;17649,6;>5km;No
Part2_23453_NewSite_16_566_800003;3.065956;18.957537;Sud-Ubangi;Kungu;;7281;3. 5K~10K;UL_Bombili_EQT;17649,7;>5km;No
Part2_23453_NewSite_16_321_800798;3.870342;18.843295;Sud-Ubangi;Libenge;;57;0. <1K;UL_Buyabu_EQT;17650,6;>5km;No
Part1_23453_NewSite_11_334_550929;-5.693827;24.872293;Lomami;Lubao;;340;0. <1K;UL_Mpenge_Mukenga_KOR;17650,9;>5km;No
Part2_23453_NewSite_19_540_950679;0.479343;22.494377;Tshuapa;Djolu;;1786;1. 1K~3K;UL_Bokondo_EQT;17651,0;>5km;No
Part1_23453_NewSite_10_842_500001;-5.699948;20.185422;Kasai;Ilebo;;1230;1. 1K~3K;KO_04_726_C0;17651,5;>5km;No
Part1_23453_NewSite_7_855_351076;-7.053816;17.815209;Kwango;Kasongo-Lunda;;1364;1. 1K~3K;UL_Tambu_Tseke_BDD;17652,4;>5km;No
Part2_23453_NewSite_17_15_850001;-5.005608;29.122397;Sud-Kivu;Fizi;;875;0. <1K;UL_Yungu_SKV;17654,2;>5km;No
Part1_23453_NewSite_8_904_400013;-5.664784;18.389256;Kwilu;Gungu;;2902;1. 1K~3K;UL_Kingandu_BDD;17656,5;>5km;No
Part2_23453_NewSite_3_748_150007;3.468613;27.777014;Haut-Uele;Niangara;;849;0. <1K;UL_Ndingba_POR;17656,8;>5km;No
Part1_23453_NewSite_1_336_51029;-4.858117;15.357807;Kongo Central;Kasangulu;;1204;1. 1K~3K;BC_03_049_C0;17657,2;>5km;No
Part1_23453_NewSite_8_187_401477;-3.581976;17.654132;Kwilu;Bagata;;1266;1. 1K~3K;BD_04_700_C0;17658,8;>5km;No
Part2_23453_NewSite_2_798_100784;-0.413281;19.311593;Equateur;Ingende;;1497;1. 1K~3K;UL_Lutumbe_EQT;17660,3;>5km;No
Part2_23453_NewSite_13_929_650008;3.222586;20.740775;Nord-Ubangi;Businga;;756;0. <1K;UL_Bosomodjebo_EQT;17662,6;>5km;No
Part1_23453_NewSite_8_838_401478;-5.121687;17.801355;Kwilu;Masi-Manimba;;319;0. <1K;CD2068;17664,4;>5km;No
Part2_23453_NewSite_4_858_200007;1.607053;29.8868;Ituri;Mambasa;;257;0. <1K;PO_05_037_C0;17666,8;>5km;No
Part1_23453_NewSite_10_924_500007;-6.644727;20.525936;Kasai;Kamonia;;1832;1. 1K~3K;KO_04_807_C0;17667,9;>5km;No
Part1_23453_NewSite_12_432_600003;-8.46146;22.423476;Lualaba;Kapanga;;1513;1. 1K~3K;KT_03_1655_C0;17668,8;>5km;No
Part1_23453_NewSite_8_932_401477;-5.857893;19.561096;Kwilu;Gungu;;803;0. <1K;BD_04_865_C0;17673,2;>5km;No
Part1_23453_NewSite_14_692_700004;-2.588116;18.242037;Mai-Ndombe;Kutu;;988;0. <1K;BD_05_052_C0;17673,5;>5km;No
Part1_23453_NewSite_8_927_401476;-5.785365;18.686507;Kwilu;Gungu;;1482;1. 1K~3K;BD_04_3005_C0;17676,4;>5km;No
Part1_23453_NewSite_16_637_800005;-6.053586;28.939909;Tanganyka;Kalemie;;401;0. <1K;UL_Mulange2_HKT;17677,2;>5km;No
Part2_23453_NewSite_3_853_150008;2.52907;27.211714;Haut-Uele;Rungu;;1729;1. 1K~3K;UL_Medje_POR;17680,1;>5km;No
Part1_23453_NewSite_7_828_350003;-6.758427;16.960092;Kwango;Kasongo-Lunda;;540;0. <1K;Kasongo_Lunda_BDD;17687,6;>5km;No
Part1_23453_NewSite_1_400_51029;-5.041228;14.264705;Kongo Central;Songololo;;1209;1. 1K~3K;CD3313;17688,6;>5km;No
Part2_23453_NewSite_2_796_100008;-0.472876;18.972049;Equateur;Ingende;;823;0. <1K;Buburu_EQT;17688,7;>5km;No
Part2_23453_NewSite_12_590_600003;-0.767937;28.905251;Nord-Kivu;Walikale;;2640;1. 1K~3K;UL_Miriki_NKV;17689,1;>5km;No
Part1_23453_NewSite_10_815_500005;-5.316953;20.972022;Kasai;Ilebo;;1153;1. 1K~3K;KO_03_091_C0;17689,1;>5km;No
Part2_23453_NewSite_16_859_800794;2.197935;18.353312;Sud-Ubangi;Kungu;;2861;1. 1K~3K;UL_Gosuma_EQT;17689,7;>5km;No
Part2_23453_NewSite_1_871_50007;2.531156;26.559424;Bas-Uele;Poko;Nord;952;0. <1K;UL_Niapu_POR;17693,9;>5km;No
Part1_23453_NewSite_3_463_150001;-9.528686;28.50661;Haut-Katanga;Kasenga;;4487;2. 3K~5K;KT_05_1860_C0;17694,6;>5km;No
Part1_23453_NewSite_8_534_401477;-4.348102;18.68171;Kwilu;Bulungu;;2480;1. 1K~3K;UL_Dwe_BDD;17695,6;>5km;No
Part2_23453_NewSite_9_919_450001;-4.471708;27.525584;Maniema;Kabambare;;3473;2. 3K~5K;Wamaza_MAN;17697,3;>5km;No
Part1_23453_NewSite_14_598_700011;-2.015964;16.902136;Mai-Ndombe;Inongo;;329;0. <1K;UL_Mpenda_BDD;17697,4;>5km;No
Part1_23453_NewSite_3_301_150003;-8.228473;29.464095;Haut-Katanga;Pweto;;1070;1. 1K~3K;CD1942;17697,7;>5km;No
Part1_23453_NewSite_14_810_700006;-3.320928;18.563957;Mai-Ndombe;Kutu;;360;0. <1K;UL_Mabenga_BDD;17700,9;>5km;No
Part1_23453_NewSite_14_578_700009;-1.959488;18.444434;Mai-Ndombe;Inongo;;87;0. <1K;CD3128;17702,7;>5km;No
Part2_23453_NewSite_11_529_550003;2.323328;21.163692;Mongala;Lisala;;798;0. <1K;UL_Mondongo_EQT;17704,4;>5km;No
Part2_23453_NewSite_14_814_700001;-3.857484;24.33432;Sankuru;Katako-Kombe;;2990;1. 1K~3K;Tshumbe2_KOR;17705,3;>5km;No
Part2_23453_NewSite_16_467_800797;3.476186;19.890875;Sud-Ubangi;Gemena;;180;0. <1K;UL_Bogose_EQT;17705,4;>5km;No
Part2_23453_NewSite_2_701_100007;0.19623;19.208326;Equateur;Bolomba;;489;0. <1K;UL_Bolomba_Equator_EQT;17706,3;>5km;No
Part2_23453_NewSite_16_538_800794;3.200643;20.266464;Sud-Ubangi;Gemena;;396;0. <1K;Karawa_EQT;17707,8;>5km;No
Part2_23453_NewSite_13_645_650001;3.934583;20.771202;Nord-Ubangi;Mobayi-Mbongo;;4703;2. 3K~5K;UL_Inke_EQT;17708,3;>5km;No
Part1_23453_NewSite_4_916_200896;-9.594281;26.02627;Haut-Lomami;Bukama;;160;0. <1K;KT_06_1866_C0;17712,1;>5km;No
Part2_23453_NewSite_4_751_200007;2.140971;30.56676;Ituri;Djugu;;5861;3. 5K~10K;CD1143;17714,1;>5km;No
Part1_23453_NewSite_7_696_350010;-5.800411;17.008932;Kwango;Kenge;;196;0. <1K;UL_Mission_Imbela_BDD;17714,8;>5km;No
Part1_23453_NewSite_8_838_401479;-5.141796;17.849003;Kwilu;Masi-Manimba;;2156;1. 1K~3K;BD_04_1528_C0;17723,5;>5km;No
Part2_23453_NewSite_18_143_900003;2.059151;22.701133;Tshopo;Basoko;;165;0. <1K;UL_Moenge_POR;17730,0;>5km;No
Part1_23453_NewSite_8_973_400004;-6.211032;19.400221;Kwilu;Gungu;;3417;2. 3K~5K;UL_Khandale_BDD;17731,0;>5km;No
Part2_23453_NewSite_11_730_550005;1.825681;21.464844;Mongala;Bongandanga;;82;0. <1K;UL_Busu_Djano_EQT;17731,4;>5km;No
Part2_23453_NewSite_16_752_800799;2.566922;18.987175;Sud-Ubangi;Kungu;;72;0. <1K;UL_Bomboma_EQT;17731,4;>5km;No
Part2_23453_NewSite_13_222_650002;4.713703;19.982029;Nord-Ubangi;Bosobolo;;3494;2. 3K~5K;Bili_EQT;17737,3;>5km;No
Part1_23453_NewSite_5_233_251032;-4.956231;22.442187;Kasai Central;Demba;;329;0. <1K;UL_Kasongo_Mule_KOC;17738,9;>5km;No
Part2_23453_NewSite_12_155_600873;0.561102;28.788297;Nord-Kivu;Lubero;;298;0. <1K;UL_Kambau_NKV;17740,3;>5km;No
Part2_23453_NewSite_9_987_450667;-4.9353;26.877084;Maniema;Kasongo;;381;0. <1K;KV_07_3087_C0;17740,4;>5km;No
Part1_23453_NewSite_7_717_350002;-5.941978;16.751082;Kwango;Popokabaka;;1580;1. 1K~3K;BD_03_1529_C0;17742,6;>5km;No
Part2_23453_NewSite_18_539_901123;0.345619;25.100793;Tshopo;Kisangani;;777;0. <1K;CD3549;17743,1;>5km;No
Part1_23453_NewSite_3_597_150016;-10.559756;26.594783;Haut-Katanga;Kambove;;731;0. <1K;KT_03_1723_C0;17744,5;>5km;No
Part1_23453_NewSite_16_793_800006;-7.240413;27.875568;Tanganyka;Manono;;1492;1. 1K~3K;KT_08_335_C0;17745,6;>5km;No
Part1_23453_NewSite_10_890_500004;-6.126705;20.070027;Kasai;Kamonia;;669;0. <1K;CD2566;17746,6;>5km;No
Part2_23453_NewSite_13_901_650002;3.416974;20.454448;Nord-Ubangi;Businga;;8207;3. 5K~10K;CD1558;17746,9;>5km;Yes
Part2_23453_NewSite_9_717_450893;-3.00609;25.714665;Maniema;Kailo;;772;0. <1K;UL_Lubelenge_MAN;17747,6;>5km;No
Part2_23453_NewSite_19_676_950011;-0.4867;21.782749;Tshuapa;Boende;;165;0. <1K;UL_Wema_EQT;17748,9;>5km;No
Part1_23453_NewSite_16_356_800928;-5.543352;27.824141;Tanganyka;Nyunzu;;412;0. <1K;Lengwe_HKT;17749,2;>5km;No
Part2_23453_NewSite_9_225_450002;-0.522429;26.365487;Maniema;Lubutu;;612;0. <1K;UL_Mengwe_MAN;17752,7;>5km;No
Part2_23453_NewSite_4_316_200002;3.093856;30.255321;Ituri;Aru;;4518;2. 3K~5K;Bledei_POR;17752,8;>5km;No
Part1_23453_NewSite_4_814_201129;-8.906051;25.044359;Haut-Lomami;Kamina;;509;0. <1K;Kishiko_HLU;17753,3;>5km;No
Part1_23453_NewSite_8_887_400004;-5.488296;19.027798;Kwilu;Gungu;;3731;2. 3K~5K;CD1998;17754,1;>5km;No
Part1_23453_NewSite_10_751_500006;-4.509986;21.098258;Kasai;Mweka;;870;0. <1K;KO_03_663_C0;17761,4;>5km;No
Part1_23453_NewSite_4_651_200897;-7.603365;25.965706;Haut-Lomami;Kabongo;;448;0. <1K;KE_04_1690_C0;17763,1;>5km;No
Part2_23453_NewSite_3_757_150008;3.438969;28.822483;Haut-Uele;Dungu;;468;0. <1K;BCRS_POR;17763,3;>5km;No
Part1_23453_NewSite_3_921_150005;-12.922329;28.853184;Haut-Katanga;Sakania;;916;0. <1K;KT_05_610_C0;17764,6;>5km;No
Part2_23453_NewSite_9_946_450004;-4.650791;28.05993;Maniema;Kabambare;;118;0. <1K;UL_Nyembo_SKV;17764,7;>5km;No
Part1_23453_NewSite_16_828_800003;-7.323286;29.242293;Tanganyka;Moba;;602;0. <1K;UL_Mwanza_HKT;17766,0;>5km;No
Part2_23453_NewSite_19_702_950004;-0.635091;21.555406;Tshuapa;Boende;;1662;1. 1K~3K;UL_Wema_EQT;17766,7;>5km;No
Part1_23453_NewSite_12_837_600004;-10.746321;25.081412;Lualaba;Mutshatsha;;329;0. <1K;UL_Musokantanda_HLU;17773,5;>5km;No
Part2_23453_NewSite_19_769_950009;-1.033083;23.541024;Tshuapa;Ikela;;180;0. <1K;Ikela_EQT;17774,2;>5km;No
Part1_23453_NewSite_8_913_401481;-5.650031;20.074431;Kwilu;Gungu;;695;0. <1K;BD_04_660_C0;17776,1;>5km;No
Part1_23453_NewSite_12_553_600706;-9.258929;22.652264;Lualaba;Sandoa;;551;0. <1K;KT_07_1565_C0;17776,8;>5km;No
Part1_23453_NewSite_5_386_250006;-5.646143;22.081763;Kasai Central;Demba;;1065;1. 1K~3K;CD2722;17777,1;>5km;No
Part1_23453_NewSite_8_536_400005;-4.402333;18.679742;Kwilu;Bulungu;;6736;3. 5K~10K;BD_04_033_C0;17777,7;>5km;No
Part2_23453_NewSite_16_462_800795;3.36825;19.656096;Sud-Ubangi;Gemena;;1245;1. 1K~3K;Gemena_Market_EQT;17779,5;>5km;No
Part1_23453_NewSite_11_201_550930;-5.289059;25.46736;Lomami;Lubao;;314;0. <1K;UL_Tshofa_KOR;17790,2;>5km;No
Part1_23453_NewSite_8_904_400012;-5.665889;18.434358;Kwilu;Gungu;;3206;2. 3K~5K;UL_Kingandu_BDD;17790,5;>5km;No
Part2_23453_NewSite_9_790_450005;-3.51087;25.915296;Maniema;Kasongo;;545;0. <1K;KV_07_791_C0;17792,2;>5km;No
Part2_23453_NewSite_1_767_50506;3.204905;23.90509;Bas-Uele;Aketi;Nord;787;0. <1K;Likati_POR;17795,2;>5km;No
Part2_23453_NewSite_1_593_50774;4.209111;25.032658;Bas-Uele;Bondo;Nord;87;0. <1K;UL_Bili_POR;17797,4;>5km;No
Part2_23453_NewSite_1_816_50009;2.870893;27.363711;Bas-Uele;Poko;Nord;1477;1. 1K~3K;CD4928;17799,0;>5km;No
Part1_23453_NewSite_7_743_350005;-6.025956;17.524913;Kwango;Feshi;;1358;1. 1K~3K;UL_Matari_BDD;17802,1;>5km;No
Part1_23453_NewSite_16_485_800003;-5.724016;28.926254;Tanganyka;Kalemie;;499;0. <1K;Emili_Gombe_BB_HKT;17805,4;>5km;No
Part1_23453_NewSite_7_882_350001;-7.200655;18.829373;Kwango;Kahemba;;1847;1. 1K~3K;Kahemba_BDD;17808,5;>5km;No
Part1_23453_NewSite_5_415_250004;-5.484859;23.416036;Kasai Central;Dimbelenge;;417;0. <1K;KE_04_15120_C0;17810,0;>5km;No
Part1_23453_NewSite_8_858_402222;-5.350141;17.619971;Kwilu;Masi-Manimba;;1240;1. 1K~3K;BD_04_1528_C0;17810,3;>5km;No
Part1_23453_NewSite_7_718_351083;-5.909245;16.958589;Kwango;Popokabaka;;623;0. <1K;BD_03_1529_C0;17811,2;>5km;No
Part1_23453_NewSite_10_973_500003;-7.107018;20.583434;Kasai;Kamonia;;1276;1. 1K~3K;Kamabonza_KOC;17811,5;>5km;No
Part1_23453_NewSite_5_743_250005;-6.754098;21.551989;Kasai;Kamonia;;1204;1. 1K~3K;KO_03_15016_C0;17814,4;>5km;No
Part1_23453_NewSite_16_830_800015;-7.421362;29.684356;Tanganyka;Moba;;911;0. <1K;KT_08_268_C0;17815,3;>5km;No
Part1_23453_NewSite_3_795_150015;-11.958045;27.737393;Haut-Katanga;Kipushi;;1045;1. 1K~3K;KT_05_299_C0;17815,4;>5km;No
Part2_23453_NewSite_16_441_801227;3.392525;18.640233;Sud-Ubangi;Libenge;;468;0. <1K;UL_Mawiya_EQT;17815,7;>5km;No
Part1_23453_NewSite_14_966_700002;-4.271834;20.408848;Mai-Ndombe;Oshwe;;1801;1. 1K~3K;CD3410;17823,2;>5km;No
Part2_23453_NewSite_16_583_801175;3.02986;19.560273;Sud-Ubangi;Gemena;;67;0. <1K;UL_Bobito_EQT;17823,5;>5km;No
Part2_23453_NewSite_3_838_150010;2.732538;28.283948;Haut-Uele;Rungu;;185;0. <1K;CD4930;17825,2;>5km;No
Part1_23453_NewSite_11_272_550928;-5.422015;25.538522;Lomami;Lubao;;638;0. <1K;UL_Tshofa_KOR;17826,8;>5km;No
