Site Name;Latitude;Longitude;Provinces;Territoire;Zone;Population;Population Range;Nearest Site;Distance;Distance Level;300 Sites planned
Part2_23453_NewSite_15_450_750004;-2.954049;29.074564;Sud-Kivu;Uvira;;1111;1. 1K~3K;Luberizi_SKV;5000,1;>5km;No
Part1_23453_NewSite_1_253_50003;-4.843332;15.530283;Kongo Central;Kasangulu;;1667;1. 1K~3K;BC_02_3188_C0;5000,2;>5km;No
Part2_23453_NewSite_2_726_100006;0.052452;19.326008;Equateur;Bolomba;;422;0. <1K;UL_Djowa_EQT;5001,1;>5km;No
Part1_23453_NewSite_5_511_250004;-6.004825;22.892703;Kasai Central;Dibaya;;1173;1. 1K~3K;CD2435;5001,6;>5km;No
Part1_23453_NewSite_1_545_50002;-5.448223;12.693147;Kongo Central;Lukula;;2809;1. 1K~3K;BC_03_168_C0;5002,3;>5km;No
Part1_23453_NewSite_1_504_51031;-5.377995;14.842338;Kongo Central;Mbanza-Ngungu;;998;0. <1K;BC_03_19443_C0;5004,0;>5km;No
Part1_23453_NewSite_1_216_51031;-4.813687;13.890975;Kongo Central;Luozi;;545;0. <1K;BC_03_038_C0;5004,1;>5km;No
Part2_23453_NewSite_3_782_151007;3.240539;29.523866;Haut-Uele;Watsa;;2686;1. 1K~3K;CD2193;5004,3;>5km;No
Part1_23453_NewSite_8_775_402218;-5.009014;18.474038;Kwilu;Bulungu;;2310;1. 1K~3K;BD_04_762_C0;5004,8;>5km;No
Part2_23453_NewSite_9_914_450007;-4.402013;26.713013;Maniema;Kasongo;;3128;2. 3K~5K;CD5008;5006,2;>5km;No
Part1_23453_NewSite_12_870_600006;-10.888069;25.703848;Lualaba;Mutshatsha;;973;0. <1K;CD3887;5006,8;>5km;No
Part1_23453_NewSite_5_494_250006;-5.834766;22.279001;Kasai Central;Demba;;5110;3. 5K~10K;KO_04_15025_C0;5007,0;>5km;No
Part1_23453_NewSite_3_724_151155;-11.505845;27.861209;Haut-Katanga;Kipushi;;798;0. <1K;CD1834;5007,8;>5km;No
Part1_23453_NewSite_12_869_600010;-10.897217;25.454012;Lualaba;Mutshatsha;;298;0. <1K;KT_07_517_C0;5008,1;>5km;No
Part2_23453_NewSite_4_494_200010;2.731194;30.609111;Ituri;Mahagi;;10965;4. 10K~20K;UL_Ameri_POR;5008,6;>5km;No
Part2_23453_NewSite_12_890_600012;-1.641165;28.7929;Nord-Kivu;Masisi;;3674;2. 3K~5K;KV_08_3263_C0;5009,1;>5km;No
Part2_23453_NewSite_3_834_150644;2.696045;27.442339;Haut-Uele;Rungu;;2712;1. 1K~3K;CD4928;5010,2;>5km;No
Part1_23453_NewSite_8_911_400004;-5.714148;19.580419;Kwilu;Gungu;;4209;2. 3K~5K;BD_04_865_C0;5010,8;>5km;No
Part2_23453_NewSite_4_755_200713;2.152394;30.732613;Ituri;Mahagi;;14181;4. 10K~20K;CD2340;5011,1;>5km;No
Part1_23453_NewSite_1_292_50004;-4.906713;13.453407;Kongo Central;Luozi;;2809;1. 1K~3K;BC_03_3371_C0;5011,2;>5km;No
Part1_23453_NewSite_12_844_600004;-10.766195;26.48018;Lualaba;Lubudi;;1379;1. 1K~3K;KT_07_710_C0;5012,2;>5km;No
Part2_23453_NewSite_15_963_750003;-4.58553;29.123649;Sud-Kivu;Fizi;;1641;1. 1K~3K;Kasimia_SKV;5012,3;>5km;No
Part1_23453_NewSite_6_121_300002;-6.448886;23.671431;Kasai Oriental;Tshilenge;;14243;4. 10K~20K;KE_03_019_C0;5013,4;>5km;No
Part2_23453_NewSite_3_805_150006;3.149852;29.774921;Haut-Uele;Faradje;;3566;2. 3K~5K;PO_05_758_C0;5015,7;>5km;No
Part1_23453_NewSite_11_605_550008;-6.357021;24.101717;Lomami;Ngandajika;;453;0. <1K;UL_Kalunda_Musoko_KOR;5015,9;>5km;No
Part1_23453_NewSite_12_661_600002;-9.690203;25.874181;Lualaba;Lubudi;;1163;1. 1K~3K;Diabulongo_HLU;5018,4;>5km;No
Part1_23453_NewSite_14_782_700003;-3.094218;18.636429;Mai-Ndombe;Kutu;;4502;2. 3K~5K;UL_Selekoko_BDD;5021,5;>5km;No
Part1_23453_NewSite_3_945_151216;-13.072449;28.869825;Haut-Katanga;Sakania;;638;0. <1K;KT_05_610_C0;5021,9;>5km;No
Part2_23453_NewSite_16_821_800003;2.382984;19.370422;Sud-Ubangi;Budjala;;4641;2. 3K~5K;UL_Ndolo_Liboko_EQT;5023,3;>5km;No
Part2_23453_NewSite_16_709_800006;2.627594;19.746937;Sud-Ubangi;Budjala;;1904;1. 1K~3K;Budjala_EQT;5023,5;>5km;No
Part2_23453_NewSite_12_754_600003;-1.388974;28.047706;Nord-Kivu;Walikale;;906;0. <1K;KV_08_205_C0;5024,1;>5km;No
Part2_23453_NewSite_13_565_650002;4.177646;21.71812;Nord-Ubangi;Mobayi-Mbongo;;1348;1. 1K~3K;EQ_04_032_C0;5024,9;>5km;No
Part2_23453_NewSite_14_917_700004;-4.968825;23.396934;Sankuru;Lusambo;;2552;1. 1K~3K;Lusambo_KOR;5028,0;>5km;No
Part1_23453_NewSite_8_459_401483;-4.229286;18.856752;Kwilu;Idiofa;;3314;2. 3K~5K;UL_Mongombala_BDD;5028,6;>5km;No
Part2_23453_NewSite_16_695_800795;2.734537;19.204509;Sud-Ubangi;Kungu;;1585;1. 1K~3K;CD1585;5029,1;>5km;No
Part2_23453_NewSite_3_752_150002;3.443491;27.896617;Haut-Uele;Niangara;;2084;1. 1K~3K;UL_Ndingba_POR;5031,0;>5km;No
Part1_23453_NewSite_5_565_250004;-6.186266;22.972838;Kasai Central;Dibaya;;1204;1. 1K~3K;KO_04_048_C0;5031,3;>5km;No
Part1_23453_NewSite_4_776_200004;-8.53694;26.755306;Haut-Lomami;Bukama;;319;0. <1K;KT_06_1763_C0;5031,5;>5km;No
Part2_23453_NewSite_12_412_600875;-0.23553;29.142191;Nord-Kivu;Lubero;;808;0. <1K;UL_Kahery_NKV;5031,8;>5km;No
Part2_23453_NewSite_4_322_200712;2.999415;30.437423;Ituri;Aru;;412;0. <1K;UL_Kengese_Base_POR;5032,4;>5km;No
Part2_23453_NewSite_9_989_450893;-4.93596;27.294173;Maniema;Kabambare;;118;0. <1K;KV_07_3057_C0;5032,5;>5km;No
Part1_23453_NewSite_4_681_200001;-7.836715;26.94288;Haut-Lomami;Malemba-Nkulu;;11156;4. 10K~20K;KT_06_1367_C0;5033,2;>5km;No
Part1_23453_NewSite_16_494_801173;-5.856707;29.169654;Tanganyka;Kalemie;;11665;4. 10K~20K;Filtizaf2_HKT;5033,2;>5km;No
Part2_23453_NewSite_12_172_600007;0.44841;29.370039;Nord-Kivu;Beni;;1986;1. 1K~3K;CD1863;5033,6;>5km;No
Part2_23453_NewSite_18_506_900869;0.454724;25.246944;Tshopo;Kisangani;;1261;1. 1K~3K;CD4246;5034,8;>5km;No
Part2_23453_NewSite_1_663_50003;3.762615;26.884993;Bas-Uele;Ango;Nord;1322;1. 1K~3K;UL_Amen2_POR;5034,8;>5km;No
Part2_23453_NewSite_18_473_900871;0.705481;25.314348;Tshopo;Kisangani;;684;0. <1K;UL_Alibuku_POR;5034,9;>5km;No
Part1_23453_NewSite_1_511_50009;-5.35578;15.144184;Kongo Central;Mbanza-Ngungu;;2331;1. 1K~3K;UL_Kivulu_KGC;5035,7;>5km;No
Part1_23453_NewSite_6_93_300386;-6.263888;23.621709;Kasai Oriental;Tshilenge;;659;0. <1K;KE_03_19548_C0;5037,3;>5km;No
Part2_23453_NewSite_4_665_201018;2.277098;30.487816;Ituri;Mahagi;;674;0. <1K;UL_Kadilo_POR;5037,5;>5km;No
Part2_23453_NewSite_12_772_601099;-1.215697;28.998899;Nord-Kivu;Masisi;;1569;1. 1K~3K;NK_04_3092_C0;5037,7;>5km;No
Part1_23453_NewSite_4_704_200814;-8.026814;26.737038;Haut-Lomami;Malemba-Nkulu;;5902;3. 5K~10K;Malemba_Nkulu_City_HLU;5037,9;>5km;No
Part2_23453_NewSite_12_787_600872;-1.253235;29.58426;Nord-Kivu;Rutshuru;;3586;2. 3K~5K;UL_Biruwe_NKV;5038,4;>5km;No
Part2_23453_NewSite_2_678_100784;0.349066;19.268487;Equateur;Bolomba;;1111;1. 1K~3K;UL_Bolomba_Equator_EQT;5038,5;>5km;No
Part1_23453_NewSite_10_701_500002;-4.443044;20.941411;Kasai;Mweka;;4569;2. 3K~5K;Shinateke_KOC;5038,6;>5km;No
Part1_23453_NewSite_16_231_800007;-5.413387;26.947061;Tanganyka;Kongolo;;1235;1. 1K~3K;KT_08_948_C0;5038,8;>5km;No
Part1_23453_NewSite_5_961_250008;-7.482791;22.197193;Kasai Central;Luiza;;1775;1. 1K~3K;KO_04_3049_C0;5039,5;>5km;No
Part2_23453_NewSite_4_987_200708;0.644666;29.221805;Ituri;Mambasa;;1451;1. 1K~3K;UL_Nziapanda_NKV;5039,6;>5km;No
Part1_23453_NewSite_3_325_151216;-8.362657;29.590993;Tanganyka;Moba;;103;0. <1K;UL_Kapulo_Pweto_HKT;5040,5;>5km;No
Part2_23453_NewSite_12_357_600004;0.033998;29.512893;Nord-Kivu;Oicha;;19250;4. 10K~20K;CD1867;5042,2;>5km;No
Part2_23453_NewSite_4_414_200009;2.844615;30.697854;Ituri;Aru;;13373;4. 10K~20K;Yuku_POR;5042,7;>5km;No
Part2_23453_NewSite_15_264_750002;-2.367941;28.497737;Sud-Kivu;Kalehe;;3010;2. 3K~5K;CD2563;5043,0;>5km;No
Part2_23453_NewSite_4_415_200005;2.870153;30.735319;Ituri;Aru;;15056;4. 10K~20K;Yuku_POR;5043,2;>5km;No
Part1_23453_NewSite_11_405_550928;-5.807741;24.845125;Lomami;Lubao;;710;0. <1K;UL_Mpenge_Mukenga_KOR;5044,0;>5km;No
Part1_23453_NewSite_11_888_550934;-7.025695;23.621227;Lomami;Luilu;;767;0. <1K;KE_04_1845_C0;5044,8;>5km;No
Part1_23453_NewSite_1_512_51677;-5.382214;15.178953;Kongo Central;Mbanza-Ngungu;;756;0. <1K;BC_03_3318_C0;5045,4;>5km;No
Part2_23453_NewSite_14_804_700002;-3.861861;22.474294;Sankuru;Kole;;756;0. <1K;UL_Olenga_KOR;5046,0;>5km;No
Part2_23453_NewSite_4_821_200709;2.052006;31.09869;Ituri;Mahagi;;9437;3. 5K~10K;CD3559;5047,2;>5km;No
Part1_23453_NewSite_8_217_401477;-3.742172;18.928211;Kwilu;Idiofa;;206;0. <1K;UL_Eolo_BDD;5048,2;>5km;No
Part1_23453_NewSite_8_801_401476;-4.894171;19.726563;Kwilu;Idiofa;;1060;1. 1K~3K;UL_Mwilambongo_BDD;5050,9;>5km;No
Part2_23453_NewSite_15_562_750693;-3.282425;29.11808;Sud-Kivu;Uvira;;1389;1. 1K~3K;KV_05_19633_C0;5051,0;>5km;No
Part1_23453_NewSite_11_943_550931;-7.629052;23.357543;Lomami;Luilu;;5701;3. 5K~10K;KE_04_167_C0;5052,7;>5km;No
Part2_23453_NewSite_14_813_700007;-3.935073;24.123277;Sankuru;Katako-Kombe;;993;0. <1K;UL_Okitodimba_KOR;5054,1;>5km;No
Part1_23453_NewSite_8_98_401479;-3.459644;17.303215;Kwilu;Bagata;;221;0. <1K;BD_03_696_C0;5054,5;>5km;No
Part2_23453_NewSite_2_755_100005;-0.20897;20.16246;Tshuapa;Boende;;257;0. <1K;UL_Bokote_EQT;5054,8;>5km;No
Part1_23453_NewSite_1_490_51033;-5.223564;14.34345;Kongo Central;Songololo;;376;0. <1K;BC_04_1534_C0;5055,2;>5km;No
Part2_23453_NewSite_12_774_600002;-1.368949;28.981579;Nord-Kivu;Masisi;;4338;2. 3K~5K;KV_08_19636_C0;5055,5;>5km;Yes
Part2_23453_NewSite_14_254_700687;-2.342575;24.067355;Sankuru;Lomela;;3051;2. 3K~5K;CD2271;5056,1;>5km;No
Part2_23453_NewSite_12_832_600880;-1.409533;28.904262;Nord-Kivu;Masisi;;1827;1. 1K~3K;KV_08_15095_C0;5056,2;>5km;No
Part2_23453_NewSite_3_899_150010;2.252777;27.847537;Haut-Uele;Wamba;;4816;2. 3K~5K;UL_Legu_POR;5056,3;>5km;No
Part1_23453_NewSite_1_131_51032;-4.627109;14.087077;Kongo Central;Luozi;;674;0. <1K;BC_03_860_C0;5057,4;>5km;No
Part1_23453_NewSite_1_193_51032;-4.773697;12.883094;Kongo Central;Tshela;;226;0. <1K;BC_03_3356_C0;5058,1;>5km;No
Part2_23453_NewSite_14_241_700002;-2.325879;23.357587;Sankuru;Lomela;;3370;2. 3K~5K;CD1540;5058,4;>5km;No
Part1_23453_NewSite_8_420_400004;-4.224507;17.155151;Kwilu;Bagata;;551;0. <1K;UL_Mission_Kikongo_BDD;5058,5;>5km;No
Part1_23453_NewSite_3_596_150982;-10.700036;26.554556;Haut-Katanga;Kambove;;1333;1. 1K~3K;Kapanga_HKT;5058,8;>5km;No
Part1_23453_NewSite_12_787_600004;-10.439865;26.949993;Lualaba;Lubudi;;525;0. <1K;KT_07_127_C0;5059,2;>5km;No
Part1_23453_NewSite_1_771_51030;-5.741834;14.63742;Kongo Central;Mbanza-Ngungu;;2918;1. 1K~3K;BC_03_073_C0;5059,8;>5km;No
Part2_23453_NewSite_4_840_201028;1.886715;30.568809;Ituri;Djugu;;1518;1. 1K~3K;CD2336;5062,7;>5km;No
Part1_23453_NewSite_6_115_300010;-6.359994;23.558962;Kasai Oriental;Lupatapata;;5321;3. 5K~10K;KE_03_15040_C0;5062,9;>5km;No
Part1_23453_NewSite_16_139_801175;-5.261887;27.431006;Tanganyka;Kongolo;;1343;1. 1K~3K;UL_Kilengi_HKT;5064,0;>5km;No
Part2_23453_NewSite_4_897_200007;1.298935;29.023186;Ituri;Mambasa;;134;0. <1K;CD1139;5065,6;>5km;No
Part2_23453_NewSite_15_387_750445;-2.740388;28.879725;Sud-Kivu;Walungu;;3154;2. 3K~5K;KV_08_19619_C0;5066,0;>5km;No
Part1_23453_NewSite_9_18_450153;-4.047838;15.899485;Kinshasa;Maluku;;242;0. <1K;UL_Karo_KIN;5066,7;>5km;No
Part2_23453_NewSite_12_290_600003;0.109244;29.19106;Nord-Kivu;Lubero;;11541;4. 10K~20K;CD2983;5066,7;>5km;No
Part1_23453_NewSite_8_930_400003;-5.788473;19.311164;Kwilu;Gungu;;5531;3. 5K~10K;Gungu_BDD;5067,0;>5km;No
Part1_23453_NewSite_1_550_51030;-5.363508;12.984717;Kongo Central;Lukula;;1837;1. 1K~3K;BC_03_033_C0;5068,2;>5km;No
Part1_23453_NewSite_10_604_500001;-4.076751;22.13601;Kasai;Mweka;;2053;1. 1K~3K;Mbaka_KOR;5068,3;>5km;No
Part2_23453_NewSite_12_715_600595;-1.032497;29.170135;Nord-Kivu;Rutshuru;;978;0. <1K;UL_Kashalire_NKV;5068,5;>5km;No
Part1_23453_NewSite_5_833_250004;-7.039994;23.117391;Kasai Central;Luiza;;993;0. <1K;KO_04_3379_C0;5069,4;>5km;No
Part1_23453_NewSite_16_494_800004;-5.832982;29.199712;Tanganyka;Kalemie;;12957;4. 10K~20K;CD5052;5069,7;>5km;No
Part2_23453_NewSite_4_966_200710;0.816912;29.487981;Nord-Kivu;Oicha;;360;0. <1K;UL_Mamove_NKV;5069,9;>5km;No
Part1_23453_NewSite_12_784_600898;-10.480242;26.403183;Lualaba;Lubudi;;859;0. <1K;KT_03_1723_C0;5070,1;>5km;No
Part2_23453_NewSite_3_982_150001;1.543725;27.674225;Haut-Uele;Wamba;;2331;1. 1K~3K;Bafwanekengele_POR;5070,3;>5km;No
Part1_23453_NewSite_4_765_200898;-8.649633;24.884692;Haut-Lomami;Kamina;;77;0. <1K;Mweyi_HLU;5071,6;>5km;No
Part1_23453_NewSite_8_682_402220;-4.764613;17.937234;Kwilu;Masi-Manimba;;1744;1. 1K~3K;BD_04_047_C0;5072,8;>5km;No
Part1_23453_NewSite_10_896_500646;-6.255016;21.225101;Kasai;Kamonia;;2995;1. 1K~3K;UL_Kakumba_KOC;5072,9;>5km;No
Part1_23453_NewSite_1_293_51674;-4.950667;13.299121;Kongo Central;Seke-Banza;;1235;1. 1K~3K;BC_03_160_C0;5073,0;>5km;No
Part1_23453_NewSite_5_928_250006;-7.453418;22.617504;Kasai Central;Luiza;;2490;1. 1K~3K;KO_04_1833_C0;5073,4;>5km;No
Part2_23453_NewSite_1_901_50006;2.445363;26.40148;Bas-Uele;Poko;Nord;2141;1. 1K~3K;UL_Niapu_POR;5074,5;>5km;No
Part1_23453_NewSite_1_552_50004;-5.486577;12.942851;Kongo Central;Lukula;;1760;1. 1K~3K;UL_Moenge_KGC;5075,2;>5km;No
Part1_23453_NewSite_1_779_51674;-5.79017;15.029348;Kongo Central;Mbanza-Ngungu;;1677;1. 1K~3K;Kimpangu_KGC;5075,5;>5km;No
Part1_23453_NewSite_5_835_250003;-6.931831;23.245358;Kasai Central;Dibaya;;2629;1. 1K~3K;KE_04_1803_C0;5078,1;>5km;No
Part1_23453_NewSite_10_927_500005;-6.483028;21.017184;Kasai;Kamonia;;10507;4. 10K~20K;KO_04_809_C0;5080,5;>5km;No
Part2_23453_NewSite_12_300_600592;0.187814;29.658658;Nord-Kivu;Oicha;;515;0. <1K;UL_Masambo_NKV;5080,7;>5km;No
Part2_23453_NewSite_3_920_150008;1.991427;27.838346;Haut-Uele;Wamba;;6123;3. 5K~10K;UL_Baenga_POR;5081,4;>5km;No
Part1_23453_NewSite_1_369_51674;-5.007176;12.859722;Kongo Central;Tshela;;3139;2. 3K~5K;BC_03_14751_C0;5081,7;>5km;No
Part2_23453_NewSite_16_763_800007;2.511509;19.458387;Sud-Ubangi;Budjala;;3463;2. 3K~5K;UL_Kutu_EQT;5082,5;>5km;No
Part1_23453_NewSite_7_902_351078;-7.371454;18.320666;Kwango;Kasongo-Lunda;;185;0. <1K;UL_Kingwangala_BDD;5083,1;>5km;No
Part2_23453_NewSite_4_903_200014;1.183978;29.980204;Ituri;Irumu;;381;0. <1K;UL_Bokiringi_POR;5084,5;>5km;No
Part1_23453_NewSite_3_577_150004;-10.418195;27.46203;Haut-Katanga;Kasenga;;1405;1. 1K~3K;KT_05_1537_CO;5084,7;>5km;No
Part1_23453_NewSite_16_831_800003;-7.304114;29.779694;Tanganyka;Moba;;3448;2. 3K~5K;KT_08_268_C0;5085,0;>5km;No
Part1_23453_NewSite_12_814_600707;-10.50038;26.489074;Haut-Katanga;Kambove;;617;0. <1K;KT_03_1723_C0;5087,3;>5km;No
Part1_23453_NewSite_10_897_500002;-6.140087;21.310011;Kasai;Kamonia;;6278;3. 5K~10K;KO_03_15130_C0;5087,4;>5km;No
Part2_23453_NewSite_15_388_750693;-2.857037;28.858227;Sud-Kivu;Walungu;;4816;2. 3K~5K;Kasiba_SKV;5087,4;>5km;No
Part2_23453_NewSite_14_808_700009;-3.974725;23.3352;Sankuru;Lodja;;679;0. <1K;Losanga_Omende_KOR;5087,7;>5km;No
Part1_23453_NewSite_16_594_800928;-5.937614;29.088547;Tanganyka;Kalemie;;906;0. <1K;UL_Mulange2_HKT;5088,7;>5km;No
Part1_23453_NewSite_11_830_550929;-6.981756;24.28735;Lomami;Ngandajika;;108;0. <1K;KE_04_1670_C0;5089,2;>5km;No
Part2_23453_NewSite_9_891_450011;-4.271866;26.899413;Maniema;Kasongo;;77;0. <1K;UL_Mwana_Ndeke_MAN;5089,3;>5km;No
Part1_23453_NewSite_8_778_402220;-4.844641;18.763913;Kwilu;Bulungu;;828;0. <1K;Lusanga2_BDD;5090,3;>5km;No
Part2_23453_NewSite_18_569_901051;0.123747;24.257732;Tshopo;Opala;;226;0. <1K;UL_Yaleko_POR;5091,7;>5km;No
Part2_23453_NewSite_15_639_750538;-3.60708;27.391596;Sud-Kivu;Shabunda;;2290;1. 1K~3K;SK_04_3067_C0;5092,4;>5km;No
Part2_23453_NewSite_3_899_150017;2.312826;27.87461;Haut-Uele;Wamba;;4101;2. 3K~5K;UL_Legu_POR;5092,6;>5km;No
Part1_23453_NewSite_7_746_350006;-6.185956;17.99678;Kwango;Feshi;;509;0. <1K;UL_Kitoy_BDD;5092,6;>5km;No
Part1_23453_NewSite_5_961_250736;-7.519887;22.190951;Kasai Central;Luiza;;2475;1. 1K~3K;KO_04_3054_C0;5093,5;>5km;No
Part1_23453_NewSite_10_976_500005;-7.18764;21.259948;Kasai;Kamonia;;2737;1. 1K~3K;Sumbula_KOC;5093,9;>5km;No
Part2_23453_NewSite_4_859_200004;1.566216;30.028702;Ituri;Irumu;;6303;3. 5K~10K;Balazani_POR;5094,2;>5km;No
Part1_23453_NewSite_7_725_350009;-5.881986;18.26553;Kwango;Feshi;;396;0. <1K;CD1620;5095,2;>5km;No
Part1_23453_NewSite_9_185_450003;-4.554969;15.625877;Kinshasa;Nsele;;782;0. <1K;UL_Nsele_Pam_KIN;5095,4;>5km;No
Part1_23453_NewSite_11_824_550009;-6.877342;24.099545;Lomami;Ngandajika;;690;0. <1K;KE_04_1830_C0;5096,9;>5km;No
Part2_23453_NewSite_4_163_200007;3.36086;30.881801;Ituri;Aru;;18009;4. 10K~20K;UL_Abeju_POR;5097,6;>5km;No
Part1_23453_NewSite_1_399_51029;-5.146498;14.111287;Kongo Central;Songololo;;1852;1. 1K~3K;BC_03_099_C0;5098,5;>5km;No
Part2_23453_NewSite_9_911_450665;-4.418334;26.080502;Maniema;Kasongo;;1132;1. 1K~3K;KV_07_794_C0;5101,4;>5km;No
Part2_23453_NewSite_9_936_450892;-4.500477;26.312687;Maniema;Kasongo;;731;0. <1K;KV_07_3063_C0;5101,4;>5km;No
Part1_23453_NewSite_1_509_51031;-5.26899;15.102811;Kongo Central;Mbanza-Ngungu;;4718;2. 3K~5K;BC_03_3319_C0;5102,1;>5km;No
Part1_23453_NewSite_1_803_51032;-5.816032;16.127114;Kongo Central;Kimvula;;880;0. <1K;BC_03_3192_C0;5103,7;>5km;No
Part1_23453_NewSite_3_342_150847;-8.690964;28.221191;Haut-Katanga;Pweto;;576;0. <1K;KT_05_1611_C0;5104,5;>5km;No
Part2_23453_NewSite_12_288_600872;0.156696;29.205306;Nord-Kivu;Butembo;;6720;3. 5K~10K;CD2983;5105,6;>5km;No
Part1_23453_NewSite_9_15_450006;-4.04846;15.855513;Kinshasa;Maluku;;993;0. <1K;UL_Karo_KIN;5105,8;>5km;No
Part1_23453_NewSite_3_644_150005;-10.972302;26.486688;Haut-Katanga;Kambove;;1240;1. 1K~3K;KT_03_3160_C0;5106,6;>5km;No
Part1_23453_NewSite_12_387_600005;-8.242545;23.390982;Lualaba;Kapanga;;2166;1. 1K~3K;KT_07_1577_C0;5107,0;>5km;No
Part2_23453_NewSite_4_411_200006;2.820454;30.601854;Ituri;Aru;;16569;4. 10K~20K;UL_Dibhua_POR;5107,7;>5km;No
Part2_23453_NewSite_15_848_750003;-4.263957;29.042496;Sud-Kivu;Fizi;;5367;3. 5K~10K;SK_04_3124_C0;5108,3;>5km;Yes
Part1_23453_NewSite_14_812_700002;-3.33329;18.82387;Mai-Ndombe;Kutu;;4333;2. 3K~5K;Bosobe_BDD;5108,3;>5km;No
Part1_23453_NewSite_11_819_550005;-6.858496;23.784852;Lomami;Luilu;;2732;1. 1K~3K;KE_04_164_C0;5109,7;>5km;No
Part1_23453_NewSite_16_390_800894;-5.622277;29.343257;Tanganyka;Kalemie;;1518;1. 1K~3K;Kabimba_BB2_HKT;5111,2;>5km;No
Part2_23453_NewSite_15_504_750538;-3.100796;28.977631;Sud-Kivu;Uvira;;1029;1. 1K~3K;UL_Mulenge_SKV;5112,2;>5km;No
Part2_23453_NewSite_15_268_750692;-2.363467;28.658192;Sud-Kivu;Kalehe;;6483;3. 5K~10K;UL_Kalonge_SKV;5112,7;>5km;No
Part1_23453_NewSite_6_13_300227;-5.681014;23.618937;Kasai Oriental;Lupatapata;;617;0. <1K;UL_Bakamba_KOR;5114,0;>5km;No
Part1_23453_NewSite_1_603_50006;-5.441473;15.352645;Kongo Central;Madimba;;2892;1. 1K~3K;BC_03_3276_C1;5115,1;>5km;No
Part1_23453_NewSite_11_825_550008;-6.934279;23.953465;Lomami;Luilu;;1081;1. 1K~3K;KO_04_796_C0;5115,2;>5km;No
Part2_23453_NewSite_15_994_750538;-4.873401;28.792043;Sud-Kivu;Fizi;;206;0. <1K;Tulonge_SKV;5116,7;>5km;No
Part2_23453_NewSite_19_675_950006;-0.477665;21.667723;Tshuapa;Boende;;751;0. <1K;UL_Wema_EQT;5117,4;>5km;No
Part1_23453_NewSite_11_603_550005;-6.393235;23.933971;Kasai Oriental;Katanda;;7410;3. 5K~10K;KE_04_1778_C0;5121,0;>5km;Yes
Part1_23453_NewSite_3_794_150005;-12.055957;27.589176;Haut-Katanga;Kipushi;;1636;1. 1K~3K;KT_05_025_C0;5124,1;>5km;No
Part2_23453_NewSite_4_327_200709;3.069166;30.716678;Ituri;Aru;;17253;4. 10K~20K;Ariwara2_POR;5124,5;>5km;No
Part1_23453_NewSite_9_165_450149;-4.2913;16.060403;Kinshasa;Maluku;;298;0. <1K;KN_24_787_C0;5125,0;>5km;No
Part1_23453_NewSite_11_927_550001;-7.500042;23.780611;Lomami;Luilu;;11068;4. 10K~20K;KE_04_1660_C0;5125,0;>5km;No
Part1_23453_NewSite_5_717_250736;-6.619357;22.721324;Kasai Central;Dibaya;;2058;1. 1K~3K;KO_04_3029_C0;5125,8;>5km;No
Part2_23453_NewSite_3_804_150797;3.168955;29.736833;Haut-Uele;Faradje;;3262;2. 3K~5K;Abimva_POR;5126,9;>5km;No
Part2_23453_NewSite_12_477_600594;-0.418077;29.278421;Nord-Kivu;Lubero;;849;0. <1K;UL_Kalimba_NKV;5128,6;>5km;No
Part1_23453_NewSite_4_772_200010;-8.642961;26.069995;Haut-Lomami;Bukama;;443;0. <1K;KT_06_1734_C0;5129,5;>5km;No
Part2_23453_NewSite_12_712_600874;-1.197181;28.897364;Nord-Kivu;Masisi;;3751;2. 3K~5K;KV_08_3236_C0;5130,7;>5km;No
Part1_23453_NewSite_8_105_400002;-3.393866;17.582005;Kwilu;Bagata;;1394;1. 1K~3K;CD2047;5131,1;>5km;No
Part1_23453_NewSite_8_704_400001;-4.669099;19.007759;Kwilu;Bulungu;;8217;3. 5K~10K;CD1996;5131,6;>5km;Yes
Part2_23453_NewSite_4_816_201021;1.958044;30.262299;Ituri;Djugu;;5573;3. 5K~10K;CD2725;5132,1;>5km;No
Part1_23453_NewSite_12_814_600005;-10.608461;26.436379;Lualaba;Lubudi;;3396;2. 3K~5K;Nguba_HKT;5134,1;>5km;No
Part1_23453_NewSite_5_976_251030;-7.651361;22.380765;Kasai Central;Luiza;;1852;1. 1K~3K;KO_04_3039_C0;5134,6;>5km;No
Part1_23453_NewSite_1_516_51676;-5.296855;15.38901;Kongo Central;Madimba;;772;0. <1K;UL_Kibambi_KGC;5135,4;>5km;No
Part2_23453_NewSite_12_825_600873;-1.390724;28.632553;Nord-Kivu;Masisi;;2923;1. 1K~3K;UL_Buhimba_NKV;5136,5;>5km;No
Part1_23453_NewSite_1_502_52085;-5.238197;14.804252;Kongo Central;Mbanza-Ngungu;;581;0. <1K;Nsona_Nkulu_KGC;5138,4;>5km;No
Part2_23453_NewSite_4_496_200716;2.613583;30.592222;Ituri;Mahagi;;6067;3. 5K~10K;PO_05_723_C0;5138,9;>5km;No
Part1_23453_NewSite_3_391_150849;-8.918041;28.448529;Haut-Katanga;Pweto;;123;0. <1K;KT_05_1603_C0;5139,1;>5km;No
Part1_23453_NewSite_11_751_550004;-6.697459;24.119174;Lomami;Ngandajika;;5866;3. 5K~10K;KE_04_15063_C0;5139,2;>5km;No
